0.0204,	0.1609
0.0204,	0.1628
0.0244,	0.1647
0.0244,	0.1665
0.0244,	0.1684
0.0285,	0.1703
0.0285,	0.1722
0.0285,	0.174
0.0325,	0.1759
0.0325,	0.1778
0.0365,	0.1797
0.0365,	0.1815
0.0365,	0.1834
0.0405,	0.1853
0.0405,	0.1872
0.0405,	0.189
0.0446,	0.1909
0.0446,	0.1928
0.0446,	0.1945
0.0486,	0.1965
0.0486,	0.1984
0.0486,	0.2003
0.0526,	0.2021
0.0526,	0.204
0.0526,	0.2059
0.0566,	0.2078
0.0566,	0.2096
0.0607,	0.2115
0.0607,	0.2134
0.0607,	0.2152
0.0647,	0.2171
0.0647,	0.219
0.0647,	0.2209
0.0687,	0.2227
0.0687,	0.2246
0.0687,	0.2265
0.0727,	0.2284
0.0728,	0.2302
0.0728,	0.2321
0.0768,	0.234
0.0768,	0.2359
0.0768,	0.2377
0.0808,	0.2396
0.0808,	0.2415
0.0808,	0.2433
0.0848,	0.2452
0.0848,	0.2471
0.0848,	0.249
0.0848,	0.2508
0.0889,	0.2527
0.0889,	0.2546
0.0889,	0.2565
0.0929,	0.2583
0.0929,	0.2602
0.0929,	0.2621
0.0969,	0.2639
0.0969,	0.2658
0.0969,	0.2677
0.1009,	0.2696
0.1009,	0.2713
0.101,  0.2732
0.105,  0.2752
0.105,  0.2771
0.105,  0.2789
0.109,  0.2808
0.109,  0.2827
0.109,  0.2845
0.113,  0.2864
0.113,  0.2883
0.113,  0.2902
0.1171,	0.292
0.1171,	0.2939
0.1171,	0.2958
0.1171,	0.2977
0.1211,	0.2995
0.1211,	0.3014
0.1211,	0.3033
0.1211,	0.3051
0.1211,	0.307
0.1251,	0.3089
0.1251,	0.3108
0.1251,	0.3126
0.1251,	0.3145
0.1251,	0.3164
0.1292,	0.3183
0.1292,	0.3201
0.1292,	0.322
0.1292,	0.3239
0.1292,	0.3256
0.1332,	0.3276
0.1332,	0.3295
0.1332,	0.3314
0.1332,	0.3332
0.1332,	0.3351
0.1372,	0.337
0.1372,	0.3388
0.1372,	0.3407
0.1372,	0.3426
0.1372,	0.3445
0.1413,	0.3463
0.1413,	0.3482
0.1413,	0.3501
0.1413,	0.3519
0.1413,	0.3538
0.1453,	0.3557
0.1453,	0.3576
0.1453,	0.3594
0.1453,	0.3613
0.1453,	0.3632
0.1493,	0.3651
0.1493,	0.3669
0.1493,	0.3688
0.1493,	0.3707
0.1493,	0.3725
0.1534,	0.3744
0.1534,	0.3763
0.1534,	0.3782
0.1534,	0.38
0.1534,	0.3819
0.1574,	0.3838
0.1574,	0.3857
0.1574,	0.3875
0.1614,	0.3894
0.1614,	0.3913
0.1614,	0.3931
0.1655,	0.395
0.1655,	0.3969
0.1655,	0.3988
0.1695,	0.4006
0.1695,	0.4025
0.1695,	0.4043
0.1695,	0.4062
0.1735,	0.4081
0.1735,	0.41
0.1735,	0.4119
0.1775,	0.4137
0.1775,	0.4156
0.1775,	0.4175
0.1816,	0.4194
0.1816,	0.4212
0.1816,	0.4231
0.1856,	0.425
0.1856,	0.4269
0.1856,	0.4287
0.1896,	0.4306
0.1896,	0.4325
0.1896,	0.4343
0.1936,	0.4362
0.1937,	0.4381
0.1937,	0.44
0.1977,	0.4418
0.1977,	0.4437
0.1977,	0.4456
0.2017,	0.4475
0.2017,	0.4493
0.2017,	0.4512
0.2057,	0.4531
0.2057,	0.455
0.2057,	0.4567
0.2098,	0.4586
0.2098,	0.4606
0.2098,	0.4624
0.2138,	0.4643
0.2138,	0.4662
0.2138,	0.4681
0.2178,	0.4699
0.2178,	0.4718
0.2178,	0.4737
0.2218,	0.4756
0.2218,	0.4774
0.2218,	0.4793
0.2259,	0.4812
0.2259,	0.483
0.2259,	0.4849
0.2299,	0.4868
0.2299,	0.4887
0.2339,	0.4905
0.2339,	0.4924
0.2339,	0.4943
0.2379,	0.4962
0.2379,	0.498
0.242,  0.4999
0.242,  0.5018
0.242,  0.5037
0.246,  0.5055
0.246,  0.5074
0.25,   0.5093
0.25,   0.511
0.25,   0.513
0.254,  0.5149
0.254,  0.5168
0.2581,	0.5186
0.2581,	0.5205
0.2581,	0.5224
0.2621,	0.5243
0.2621,	0.5261
0.2661,	0.528
0.2661,	0.5299
0.2661,	0.5318
0.2701,	0.5335
0.2702,	0.5354
0.2742,	0.5373
0.2742,	0.5392
0.2742,	0.5411
0.2782,	0.543
0.2782,	0.5449
0.2822,	0.5467
0.2822,	0.5486
0.2822,	0.5505
0.2862,	0.5524
0.2863,	0.5542
0.2903,	0.5561
0.2903,	0.558
0.2943,	0.5598
0.2943,	0.5617
0.2943,	0.5636
0.2983,	0.5655
0.2983,	0.5674
0.3023,	0.5692
0.3024,	0.5711
0.3064,	0.573
0.3064,	0.5748
0.3104,	0.5767
0.3104,	0.5786
0.3144,	0.5805
0.3144,	0.5823
0.3184,	0.5842
0.3184,	0.5861
0.3184,	0.588
0.3225,	0.5897
0.3225,	0.5917
0.3265,	0.5936
0.3265,	0.5955
0.3305,	0.5973
0.3305,	0.5992
0.3345,	0.6011
0.3345,	0.603
0.3386,	0.6048
0.3386,	0.6067
0.3426,	0.6086
0.3426,	0.6104
0.3426,	0.6122
0.3466,	0.6141
0.3466,	0.616
0.3506,	0.6179
0.3506,	0.6198
0.3547,	0.6217
0.3547,	0.6236
0.3587,	0.6254
0.3587,	0.6273
0.3627,	0.6292
0.3627,	0.6311
0.3667,	0.6329
0.3667,	0.6348
0.3708,	0.6367
0.3708,	0.6385
0.3748,	0.6404
0.3748,	0.6423
0.3788,	0.6442
0.3788,	0.6461
0.3828,	0.6479
0.3828,	0.6498
0.3869,	0.6517
0.3869,	0.6535
0.3909,	0.6554
0.3909,	0.6573
0.3949,	0.6592
0.3949,	0.661
0.3989,	0.6629
0.3989,	0.6648
0.4029,	0.6667
0.4029,	0.6684
0.407,  0.6703
0.407,  0.6723
0.411,  0.6742
0.411,  0.676
0.415,  0.6779
0.415,  0.6798
0.419,  0.6817
0.419,  0.6835
0.4231,	0.6854
0.4231,	0.6873
0.4271,	0.6892
0.4271,	0.6909
0.4271,	0.6928
0.4311,	0.6947
0.4311,	0.6966
0.4311,	0.6985
0.4351,	0.7004
0.4351,	0.7023
0.4351,	0.7041
0.4392,	0.706
0.4392,	0.7079
0.4392,	0.7098
0.4432,	0.7116
0.4432,	0.7135
0.4432,	0.7154
0.4472,	0.7173
0.4472,	0.7191
0.4472,	0.721
0.4513,	0.7229
0.4513,	0.7247
0.4513,	0.7266
0.4553,	0.7285
0.4553,	0.7304
0.4593,	0.7322
0.4593,	0.7341
0.4593,	0.736
0.4633,	0.7379
0.4633,	0.7397
0.4633,	0.7416
0.4674,	0.7435
0.4674,	0.7452
0.4674,	0.7471
0.4714,	0.749
0.4714,	0.751
0.4714,	0.7528
0.4754,	0.7547
0.4754,	0.7566
0.4754,	0.7585
0.4794,	0.7603
0.4794,	0.7622
0.4835,	0.7641
0.4835,	0.766
0.4835,	0.7678
0.4875,	0.7697
0.4875,	0.7715
0.4875,	0.7734
0.4915,	0.7753
0.4915,	0.7772
0.4915,	0.7791
0.4955,	0.7809
0.4955,	0.7828
0.4956,	0.7847
0.4996,	0.7866
0.4996,	0.7884
0.5036,	0.7903
0.5036,	0.7922
0.5076,	0.7941
0.5076,	0.7959
0.5116,	0.7978
0.5116,	0.7997
0.5157,	0.8016
0.5197,	0.8034
0.5197,	0.8053
0.5237,	0.8072
0.5237,	0.809
0.5276,	0.8109
0.5276,	0.8128
0.5318,	0.8147
0.5358,	0.8166
0.5358,	0.8184
0.5398,	0.8203
0.5398,	0.8222
0.5438,	0.8239
0.5438,	0.8258
0.5478,	0.8277
0.5479,	0.8296
0.5518,	0.8315
0.5558,	0.8334
0.5598,	0.8353
0.5638,	0.8372
0.5638,	0.839
0.568,  0.8409
0.572,  0.8428
0.576,  0.8447
0.58,   0.8466
0.58,   0.8484
0.584,  0.8502
0.588,  0.8521
0.592,  0.854
0.596,  0.8559
0.596,  0.8578
0.6,	0.8597
0.604,  0.8616
0.6082,	0.8634
0.6122,	0.8653
0.6122,	0.8672
0.6162,	0.8691
0.6162,	0.8709
0.6202,	0.8728
0.6202,	0.8747
0.6242,	0.8766
0.6242,	0.8784
0.6282,	0.8803
0.6282,	0.8822
0.6322,	0.8841
0.6322,	0.8859
0.6362,	0.8878
0.6362,	0.8897
0.6402,	0.8916
0.6402,	0.8934
0.6444,	0.8953
0.6444,	0.8972
0.6484,	0.899
0.6484,	0.9009
0.6524,	0.9028
0.6564,	0.9047
0.6564,	0.9064
0.6604,	0.9083
