3.7374e-14,1.1948e-13,3.6185e-13,1.0382e-12,2.8223e-12,7.268e-12,1.7732e-11,4.0985e-11,8.9747e-11,1.8618e-10,3.6591e-10,6.8131e-10,1.2018e-09,2.0084e-09,3.1798e-09,4.7694e-09,6.7772e-09,9.1236e-09,1.1636e-08,1.4059e-08,1.6094e-08,1.7453e-08,1.7931e-08,1.7453e-08,1.6094e-08,1.4059e-08,1.1636e-08,9.1236e-09,6.7772e-09,4.7694e-09,3.1798e-09,2.0084e-09,1.2018e-09,6.8131e-10,3.6591e-10,1.8618e-10,8.9747e-11,4.0985e-11,1.7732e-11,7.268e-12,2.8223e-12,1.0382e-12,3.6185e-13,1.1948e-13,3.7374e-14
1.1948e-13,3.8195e-13,1.1568e-12,3.3191e-12,9.0223e-12,2.3235e-11,5.6686e-11,1.3102e-10,2.8691e-10,5.9519e-10,1.1698e-09,2.178e-09,3.842e-09,6.4206e-09,1.0165e-08,1.5247e-08,2.1666e-08,2.9167e-08,3.7198e-08,4.4946e-08,5.1449e-08,5.5794e-08,5.7323e-08,5.5794e-08,5.1449e-08,4.4946e-08,3.7198e-08,2.9167e-08,2.1666e-08,1.5247e-08,1.0165e-08,6.4206e-09,3.842e-09,2.178e-09,1.1698e-09,5.9519e-10,2.8691e-10,1.3102e-10,5.6686e-11,2.3235e-11,9.0223e-12,3.3191e-12,1.1568e-12,3.8195e-13,1.1948e-13
3.6185e-13,1.1568e-12,3.5035e-12,1.0052e-11,2.7325e-11,7.0369e-11,1.7168e-10,3.9682e-10,8.6893e-10,1.8026e-09,3.5428e-09,6.5965e-09,1.1636e-08,1.9446e-08,3.0787e-08,4.6177e-08,6.5617e-08,8.8335e-08,1.1266e-07,1.3612e-07,1.5582e-07,1.6898e-07,1.7361e-07,1.6898e-07,1.5582e-07,1.3612e-07,1.1266e-07,8.8335e-08,6.5617e-08,4.6177e-08,3.0787e-08,1.9446e-08,1.1636e-08,6.5965e-09,3.5428e-09,1.8026e-09,8.6893e-10,3.9682e-10,1.7168e-10,7.0369e-11,2.7325e-11,1.0052e-11,3.5035e-12,1.1568e-12,3.6185e-13
1.0382e-12,3.3191e-12,1.0052e-11,2.8843e-11,7.8403e-11,2.0191e-10,4.926e-10,1.1386e-09,2.4932e-09,5.1722e-09,1.0165e-08,1.8927e-08,3.3387e-08,5.5794e-08,8.8335e-08,1.3249e-07,1.8827e-07,2.5345e-07,3.2325e-07,3.9057e-07,4.4709e-07,4.8485e-07,4.9813e-07,4.8485e-07,4.4709e-07,3.9057e-07,3.2325e-07,2.5345e-07,1.8827e-07,1.3249e-07,8.8335e-08,5.5794e-08,3.3387e-08,1.8927e-08,1.0165e-08,5.1722e-09,2.4932e-09,1.1386e-09,4.926e-10,2.0191e-10,7.8403e-11,2.8843e-11,1.0052e-11,3.3191e-12,1.0382e-12
2.8223e-12,9.0223e-12,2.7325e-11,7.8403e-11,2.1312e-10,5.4884e-10,1.339e-09,3.095e-09,6.7772e-09,1.4059e-08,2.7632e-08,5.1449e-08,9.0755e-08,1.5166e-07,2.4012e-07,3.6016e-07,5.1178e-07,6.8896e-07,8.7869e-07,1.0617e-06,1.2153e-06,1.318e-06,1.3541e-06,1.318e-06,1.2153e-06,1.0617e-06,8.7869e-07,6.8896e-07,5.1178e-07,3.6016e-07,2.4012e-07,1.5166e-07,9.0755e-08,5.1449e-08,2.7632e-08,1.4059e-08,6.7772e-09,3.095e-09,1.339e-09,5.4884e-10,2.1312e-10,7.8403e-11,2.7325e-11,9.0223e-12,2.8223e-12
7.268e-12,2.3235e-11,7.0369e-11,2.0191e-10,5.4884e-10,1.4134e-09,3.4483e-09,7.9703e-09,1.7453e-08,3.6207e-08,7.1159e-08,1.3249e-07,2.3372e-07,3.9057e-07,6.1836e-07,9.2749e-07,1.318e-06,1.7742e-06,2.2628e-06,2.7341e-06,3.1297e-06,3.3941e-06,3.487e-06,3.3941e-06,3.1297e-06,2.7341e-06,2.2628e-06,1.7742e-06,1.318e-06,9.2749e-07,6.1836e-07,3.9057e-07,2.3372e-07,1.3249e-07,7.1159e-08,3.6207e-08,1.7453e-08,7.9703e-09,3.4483e-09,1.4134e-09,5.4884e-10,2.0191e-10,7.0369e-11,2.3235e-11,7.268e-12
1.7732e-11,5.6686e-11,1.7168e-10,4.926e-10,1.339e-09,3.4483e-09,8.413e-09,1.9446e-08,4.2581e-08,8.8335e-08,1.7361e-07,3.2325e-07,5.7021e-07,9.529e-07,1.5086e-06,2.2628e-06,3.2155e-06,4.3287e-06,5.5207e-06,6.6705e-06,7.6357e-06,8.2806e-06,8.5075e-06,8.2806e-06,7.6357e-06,6.6705e-06,5.5207e-06,4.3287e-06,3.2155e-06,2.2628e-06,1.5086e-06,9.529e-07,5.7021e-07,3.2325e-07,1.7361e-07,8.8335e-08,4.2581e-08,1.9446e-08,8.413e-09,3.4483e-09,1.339e-09,4.926e-10,1.7168e-10,5.6686e-11,1.7732e-11
4.0985e-11,1.3102e-10,3.9682e-10,1.1386e-09,3.095e-09,7.9703e-09,1.9446e-08,4.4946e-08,9.842e-08,2.0417e-07,4.0127e-07,7.4715e-07,1.318e-06,2.2025e-06,3.487e-06,5.2302e-06,7.4321e-06,1.0005e-05,1.276e-05,1.5418e-05,1.7649e-05,1.914e-05,1.9664e-05,1.914e-05,1.7649e-05,1.5418e-05,1.276e-05,1.0005e-05,7.4321e-06,5.2302e-06,3.487e-06,2.2025e-06,1.318e-06,7.4715e-07,4.0127e-07,2.0417e-07,9.842e-08,4.4946e-08,1.9446e-08,7.9703e-09,3.095e-09,1.1386e-09,3.9682e-10,1.3102e-10,4.0985e-11
8.9747e-11,2.8691e-10,8.6893e-10,2.4932e-09,6.7772e-09,1.7453e-08,4.2581e-08,9.842e-08,2.1551e-07,4.4709e-07,8.7869e-07,1.6361e-06,2.886e-06,4.8229e-06,7.6357e-06,1.1453e-05,1.6274e-05,2.1909e-05,2.7942e-05,3.3762e-05,3.8647e-05,4.1911e-05,4.3059e-05,4.1911e-05,3.8647e-05,3.3762e-05,2.7942e-05,2.1909e-05,1.6274e-05,1.1453e-05,7.6357e-06,4.8229e-06,2.886e-06,1.6361e-06,8.7869e-07,4.4709e-07,2.1551e-07,9.842e-08,4.2581e-08,1.7453e-08,6.7772e-09,2.4932e-09,8.6893e-10,2.8691e-10,8.9747e-11
1.8618e-10,5.9519e-10,1.8026e-09,5.1722e-09,1.4059e-08,3.6207e-08,8.8335e-08,2.0417e-07,4.4709e-07,9.2749e-07,1.8229e-06,3.3941e-06,5.987e-06,1.0005e-05,1.584e-05,2.3759e-05,3.3762e-05,4.545e-05,5.7966e-05,7.0039e-05,8.0173e-05,8.6944e-05,8.9326e-05,8.6944e-05,8.0173e-05,7.0039e-05,5.7966e-05,4.545e-05,3.3762e-05,2.3759e-05,1.584e-05,1.0005e-05,5.987e-06,3.3941e-06,1.8229e-06,9.2749e-07,4.4709e-07,2.0417e-07,8.8335e-08,3.6207e-08,1.4059e-08,5.1722e-09,1.8026e-09,5.9519e-10,1.8618e-10
